binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_23975410_23975411	chr1	23975410	23975411	2102	True	3
chr1_23977847_23977848	chr1	23977847	23977848	2254	True	3
chr1_23977870_23977871	chr1	23977870	23977871	2299	True	3
chr1_23978041_23978042	chr1	23978041	23978042	3330	True	6
chr1_24202748_24202749	chr1	24202748	24202749	0	False	NA
chr1_24647752_24647753	chr1	24647752	24647753	1257	True	4
chr1_24648324_24648325	chr1	24648324	24648325	3990	True	3
chr1_28506211_28506212	chr1	28506211	28506212	10047	True	1
chr1_28506760_28506761	chr1	28506760	28506761	6691	True	1
chr1_28507364_28507365	chr1	28507364	28507365	276564	True	1
chr1_28507616_28507617	chr1	28507616	28507617	69235	True	1
chr1_28508556_28508557	chr1	28508556	28508557	332622	True	1
chr1_28738457_28738458	chr1	28738457	28738458	1553	True	3
chr1_29177619_29177620	chr1	29177619	29177620	2955	True	3
chr1_29178233_29178234	chr1	29178233	29178234	2216	True	4
chr1_29178836_29178837	chr1	29178836	29178837	2776	True	4
chr1_29178884_29178885	chr1	29178884	29178885	2625	True	4
chr1_29178955_29178956	chr1	29178955	29178956	3243	True	4
chr1_29179048_29179049	chr1	29179048	29179049	3000	True	4
chr1_29179075_29179076	chr1	29179075	29179076	3213	True	4
chr1_29179145_29179146	chr1	29179145	29179146	2894	True	4
chr1_29179179_29179180	chr1	29179179	29179180	2080	True	4
chr1_29179215_29179216	chr1	29179215	29179216	2901	True	4
chr1_29179318_29179319	chr1	29179318	29179319	2182	True	4
chr1_29179344_29179345	chr1	29179344	29179345	2319	True	4
chr1_29179531_29179532	chr1	29179531	29179532	2868	True	3
chr1_29179668_29179669	chr1	29179668	29179669	2486	True	4
chr1_31293163_31293164	chr1	31293163	31293164	396	True	4
chr1_32674739_32674740	chr1	32674739	32674740	812	True	1
chr1_32801446_32801447	chr1	32801446	32801447	588	True	2
chr1_32802730_32802731	chr1	32802730	32802731	508	True	2
chr1_32803583_32803584	chr1	32803583	32803584	986	True	2
chr1_32803613_32803614	chr1	32803613	32803614	1012	True	2
chr1_32836143_32836144	chr1	32836143	32836144	486	True	1
chr1_33010561_33010562	chr1	33010561	33010562	0	False	NA
chr1_33012223_33012224	chr1	33012223	33012224	0	False	NA
chr1_33336649_33336650	chr1	33336649	33336650	0	False	NA
chr1_35097656_35097657	chr1	35097656	35097657	670	True	3
chr1_35177323_35177324	chr1	35177323	35177324	5346	True	4
chr1_35177358_35177359	chr1	35177358	35177359	5462	True	6
chr1_35177383_35177384	chr1	35177383	35177384	5543	True	6
chr1_35178045_35178046	chr1	35178045	35178046	5372	True	4
chr1_35178854_35178855	chr1	35178854	35178855	5492	True	1
chr1_35178889_35178890	chr1	35178889	35178890	6229	True	1
chr1_35181568_35181569	chr1	35181568	35181569	3322	True	3
chr1_35181622_35181623	chr1	35181622	35181623	3663	True	1
chr1_35181654_35181655	chr1	35181654	35181655	3907	True	1
chr1_35181713_35181714	chr1	35181713	35181714	3326	True	1
chr1_35182094_35182095	chr1	35182094	35182095	6859	True	1
chr1_35182117_35182118	chr1	35182117	35182118	6895	True	1
chr1_35184629_35184630	chr1	35184629	35184630	11397	True	1
chr1_35184651_35184652	chr1	35184651	35184652	12822	True	1
chr1_35184702_35184703	chr1	35184702	35184703	7318	True	3
chr1_35184725_35184726	chr1	35184725	35184726	7671	True	3
chr1_35184853_35184854	chr1	35184853	35184854	4297	True	1
chr1_35185146_35185147	chr1	35185146	35185147	4044	True	1
chr1_35185164_35185165	chr1	35185164	35185165	4227	True	1
chr1_35185318_35185319	chr1	35185318	35185319	3234	True	3
chr1_35185638_35185639	chr1	35185638	35185639	2898	True	1
chr1_35186893_35186894	chr1	35186893	35186894	7655	True	1
chr1_35186919_35186920	chr1	35186919	35186920	8427	True	1
chr1_35186962_35186963	chr1	35186962	35186963	9400	True	1
chr1_35187572_35187573	chr1	35187572	35187573	629	True	4
chr1_35187734_35187735	chr1	35187734	35187735	822	True	4
chr1_35188658_35188659	chr1	35188658	35188659	1788	True	3
chr1_35188965_35188966	chr1	35188965	35188966	5704	True	3
chr1_35189486_35189487	chr1	35189486	35189487	401	True	2
chr1_35189955_35189956	chr1	35189955	35189956	990	True	3
chr1_35191053_35191054	chr1	35191053	35191054	3589	True	4
chr1_35191096_35191097	chr1	35191096	35191097	1385	True	2
chr1_35191224_35191225	chr1	35191224	35191225	1266	True	2
chr1_35191290_35191291	chr1	35191290	35191291	5683	True	4
chr1_35191321_35191322	chr1	35191321	35191322	7624	True	4
chr1_35191698_35191699	chr1	35191698	35191699	979	True	2
chr1_35191815_35191816	chr1	35191815	35191816	1657	True	4
chr1_35359214_35359215	chr1	35359214	35359215	0	False	NA
chr1_35359260_35359261	chr1	35359260	35359261	0	False	NA
chr1_35359372_35359373	chr1	35359372	35359373	0	False	NA
chr1_35359404_35359405	chr1	35359404	35359405	0	False	NA
chr1_35359467_35359468	chr1	35359467	35359468	0	False	NA
chr1_35359861_35359862	chr1	35359861	35359862	79	False	NA
chr1_35360958_35360959	chr1	35360958	35360959	198	False	NA
chr1_35361028_35361029	chr1	35361028	35361029	27	False	NA
chr1_35361179_35361180	chr1	35361179	35361180	801	True	2
chr1_35361242_35361243	chr1	35361242	35361243	0	False	NA
chr1_35361724_35361725	chr1	35361724	35361725	0	False	NA
chr1_35361761_35361762	chr1	35361761	35361762	0	False	NA
chr1_35362219_35362220	chr1	35362219	35362220	89	False	NA
chr1_35381191_35381192	chr1	35381191	35381192	549	True	2
chr1_35384852_35384853	chr1	35384852	35384853	403	True	5
chr1_35388716_35388717	chr1	35388716	35388717	287	True	5
chr1_35401657_35401658	chr1	35401657	35401658	121	False	NA
chr1_35401679_35401680	chr1	35401679	35401680	101	False	NA
chr1_35401777_35401778	chr1	35401777	35401778	78	False	NA
chr1_35527090_35527091	chr1	35527090	35527091	103	False	NA
chr1_35751229_35751230	chr1	35751229	35751230	516	True	2
chr1_35967426_35967427	chr1	35967426	35967427	399	True	4
chr1_35969155_35969156	chr1	35969155	35969156	298	True	4
chr1_36282962_36282963	chr1	36282962	36282963	95	False	NA
chr1_36283004_36283005	chr1	36283004	36283005	117	False	NA
chr1_36283019_36283020	chr1	36283019	36283020	130	False	NA
chr1_36287487_36287488	chr1	36287487	36287488	625	True	2
chr1_36287521_36287522	chr1	36287521	36287522	515	True	2
chr1_36287769_36287770	chr1	36287769	36287770	724	True	2
chr1_36287907_36287908	chr1	36287907	36287908	1499	True	5
chr1_36288005_36288006	chr1	36288005	36288006	1530	True	4
chr1_36288026_36288027	chr1	36288026	36288027	1016	True	4
chr1_36288164_36288165	chr1	36288164	36288165	983	True	4
chr1_36288179_36288180	chr1	36288179	36288180	963	True	4
chr1_36288208_36288209	chr1	36288208	36288209	1421	True	4
chr1_36288291_36288292	chr1	36288291	36288292	663	True	5
chr1_36288407_36288408	chr1	36288407	36288408	978	True	5
chr1_36288532_36288533	chr1	36288532	36288533	1150	True	5
chr1_36288588_36288589	chr1	36288588	36288589	1001	True	5
chr1_36288601_36288602	chr1	36288601	36288602	855	True	5
chr1_36288614_36288615	chr1	36288614	36288615	860	True	5
chr1_36288689_36288690	chr1	36288689	36288690	875	True	5
chr1_36288730_36288731	chr1	36288730	36288731	1098	True	5
chr1_36288775_36288776	chr1	36288775	36288776	1158	True	5
chr1_36288804_36288805	chr1	36288804	36288805	1086	True	5
chr1_36288824_36288825	chr1	36288824	36288825	1098	True	5
chr1_36288852_36288853	chr1	36288852	36288853	900	True	5
chr1_36288964_36288965	chr1	36288964	36288965	1418	True	2
chr1_36289050_36289051	chr1	36289050	36289051	2481	True	4
chr1_36294101_36294102	chr1	36294101	36294102	452	True	5
chr1_36294152_36294153	chr1	36294152	36294153	416	True	5
chr1_36294231_36294232	chr1	36294231	36294232	444	True	5
chr1_36294872_36294873	chr1	36294872	36294873	673	True	3
chr1_36295987_36295988	chr1	36295987	36295988	291	True	5
chr1_37398752_37398753	chr1	37398752	37398753	0	False	NA
chr1_38019499_38019500	chr1	38019499	38019500	299	True	5
chr1_39335698_39335699	chr1	39335698	39335699	908	True	2
chr1_39350793_39350794	chr1	39350793	39350794	2069	True	2
chr1_39362949_39362950	chr1	39362949	39362950	27	False	NA
chr1_39422449_39422450	chr1	39422449	39422450	2678	True	2
chr1_39429838_39429839	chr1	39429838	39429839	1784	True	2
chr1_39429874_39429875	chr1	39429874	39429875	2546	True	2
chr1_39437324_39437325	chr1	39437324	39437325	228	True	5
chr1_39439300_39439301	chr1	39439300	39439301	1498	True	2
chr1_39441076_39441077	chr1	39441076	39441077	2050	True	2
chr1_39441249_39441250	chr1	39441249	39441250	1127	True	2
chr1_39442250_39442251	chr1	39442250	39442251	3201	True	4
chr1_39460785_39460786	chr1	39460785	39460786	1281	True	2
chr1_39556744_39556745	chr1	39556744	39556745	76	False	NA
chr1_39567762_39567763	chr1	39567762	39567763	0	False	NA
chr1_39567791_39567792	chr1	39567791	39567792	0	False	NA
chr1_39567809_39567810	chr1	39567809	39567810	0	False	NA
chr1_39568213_39568214	chr1	39568213	39568214	0	False	NA
chr1_39568263_39568264	chr1	39568263	39568264	855	True	4
chr1_39568290_39568291	chr1	39568290	39568291	0	False	NA
chr1_39568473_39568474	chr1	39568473	39568474	0	False	NA
chr1_39568517_39568518	chr1	39568517	39568518	637	True	5
chr1_39568545_39568546	chr1	39568545	39568546	0	False	NA
chr1_39568558_39568559	chr1	39568558	39568559	661	True	5
chr1_39568581_39568582	chr1	39568581	39568582	606	True	5
chr1_39568618_39568619	chr1	39568618	39568619	0	False	NA
chr1_39568667_39568668	chr1	39568667	39568668	752	True	4
chr1_39568720_39568721	chr1	39568720	39568721	1637	True	4
chr1_39568754_39568755	chr1	39568754	39568755	0	False	NA
chr1_39568779_39568780	chr1	39568779	39568780	0	False	NA
chr1_39568840_39568841	chr1	39568840	39568841	0	False	NA
chr1_39568877_39568878	chr1	39568877	39568878	0	False	NA
chr1_39568900_39568901	chr1	39568900	39568901	0	False	NA
chr1_40224646_40224647	chr1	40224646	40224647	220	True	4
chr1_40379576_40379577	chr1	40379576	40379577	586	True	3
chr1_40997140_40997141	chr1	40997140	40997141	293	True	5
chr1_41128472_41128473	chr1	41128472	41128473	29	False	NA
chr1_41138480_41138481	chr1	41138480	41138481	43	False	NA
chr1_41165483_41165484	chr1	41165483	41165484	344	True	2
chr1_41165513_41165514	chr1	41165513	41165514	306	True	2
chr1_41165694_41165695	chr1	41165694	41165695	379	True	2
chr1_41165942_41165943	chr1	41165942	41165943	323	True	2
chr1_41166039_41166040	chr1	41166039	41166040	425	True	2
chr1_41166065_41166066	chr1	41166065	41166066	425	True	2
chr1_41166251_41166252	chr1	41166251	41166252	376	True	2
chr1_41166350_41166351	chr1	41166350	41166351	549	True	2
chr1_41166418_41166419	chr1	41166418	41166419	467	True	2
chr1_41166439_41166440	chr1	41166439	41166440	465	True	2
chr1_41166458_41166459	chr1	41166458	41166459	381	True	2
chr1_41166570_41166571	chr1	41166570	41166571	191	False	NA
chr1_41166612_41166613	chr1	41166612	41166613	180	False	NA
chr1_41166667_41166668	chr1	41166667	41166668	229	True	2
chr1_41166996_41166997	chr1	41166996	41166997	281	True	2
chr1_41167034_41167035	chr1	41167034	41167035	290	True	2
chr1_41167316_41167317	chr1	41167316	41167317	608	True	2
chr1_41167386_41167387	chr1	41167386	41167387	619	True	2
chr1_41167434_41167435	chr1	41167434	41167435	580	True	2
chr1_41167532_41167533	chr1	41167532	41167533	520	True	2
chr1_41167552_41167553	chr1	41167552	41167553	543	True	2
chr1_41167657_41167658	chr1	41167657	41167658	463	True	2
chr1_41167945_41167946	chr1	41167945	41167946	388	True	2
chr1_41167972_41167973	chr1	41167972	41167973	500	True	2
chr1_41167990_41167991	chr1	41167990	41167991	497	True	2
chr1_41168080_41168081	chr1	41168080	41168081	499	True	2
chr1_41168229_41168230	chr1	41168229	41168230	608	True	2
chr1_41168257_41168258	chr1	41168257	41168258	602	True	2
chr1_41168304_41168305	chr1	41168304	41168305	521	True	2
chr1_41168417_41168418	chr1	41168417	41168418	209	True	2
chr1_41168490_41168491	chr1	41168490	41168491	213	True	2
chr1_41168709_41168710	chr1	41168709	41168710	390	True	2
chr1_41168780_41168781	chr1	41168780	41168781	572	True	2
chr1_41169024_41169025	chr1	41169024	41169025	725	True	2
chr1_42300204_42300205	chr1	42300204	42300205	265	True	2
chr1_42313675_42313676	chr1	42313675	42313676	53	False	NA
chr1_44339344_44339345	chr1	44339344	44339345	623	True	5
chr1_44721784_44721785	chr1	44721784	44721785	0	False	NA
chr1_44721811_44721812	chr1	44721811	44721812	0	False	NA
chr1_44721832_44721833	chr1	44721832	44721833	0	False	NA
chr1_44721863_44721864	chr1	44721863	44721864	0	False	NA
chr1_44721879_44721880	chr1	44721879	44721880	0	False	NA
chr1_44923621_44923622	chr1	44923621	44923622	130	False	NA
chr1_45606638_45606639	chr1	45606638	45606639	3460	True	4
chr1_45606826_45606827	chr1	45606826	45606827	1333	True	3
chr1_45606908_45606909	chr1	45606908	45606909	2189	True	3
chr1_45606951_45606952	chr1	45606951	45606952	2465	True	3
chr1_45606970_45606971	chr1	45606970	45606971	2409	True	3
chr1_45606994_45606995	chr1	45606994	45606995	2274	True	3
chr1_45607026_45607027	chr1	45607026	45607027	1740	True	4
chr1_45607192_45607193	chr1	45607192	45607193	2096	True	4
chr1_45607227_45607228	chr1	45607227	45607228	2599	True	4
chr1_45607258_45607259	chr1	45607258	45607259	3127	True	4
chr1_45608384_45608385	chr1	45608384	45608385	3804	True	3
chr1_45608425_45608426	chr1	45608425	45608426	3330	True	3
chr1_45608443_45608444	chr1	45608443	45608444	3488	True	3
chr1_45608479_45608480	chr1	45608479	45608480	3424	True	4
chr1_45608500_45608501	chr1	45608500	45608501	3606	True	4
chr1_46273520_46273521	chr1	46273520	46273521	1640	True	4
chr1_51447122_51447123	chr1	51447122	51447123	1050	True	2
chr1_52416905_52416906	chr1	52416905	52416906	0	False	NA
chr1_52437959_52437960	chr1	52437959	52437960	651	True	3
chr1_52439234_52439235	chr1	52439234	52439235	450	True	4
chr1_52472113_52472114	chr1	52472113	52472114	350	True	2
chr1_52491690_52491691	chr1	52491690	52491691	212	True	5
chr1_52495361_52495362	chr1	52495361	52495362	381	True	2
chr1_52495375_52495376	chr1	52495375	52495376	389	True	2
chr1_52879784_52879785	chr1	52879784	52879785	194	False	NA
chr1_52884911_52884912	chr1	52884911	52884912	248	True	4
chr1_55086040_55086041	chr1	55086040	55086041	1454	True	2
chr1_55097523_55097524	chr1	55097523	55097524	283	True	5
chr1_58676412_58676413	chr1	58676412	58676413	1758	True	3
chr1_58685331_58685332	chr1	58685331	58685332	498	True	5
chr1_58689236_58689237	chr1	58689236	58689237	909	True	5
chr1_58690096_58690097	chr1	58690096	58690097	1018	True	3
chr1_58690160_58690161	chr1	58690160	58690161	931	True	4
chr1_61089709_61089710	chr1	61089709	61089710	406	True	6
chr1_61696548_61696549	chr1	61696548	61696549	425	True	4
chr1_67415349_67415350	chr1	67415349	67415350	3443	True	4
chr1_67415774_67415775	chr1	67415774	67415775	297	True	4
chr1_67416402_67416403	chr1	67416402	67416403	435	True	5
chr1_67421106_67421107	chr1	67421106	67421107	681	True	3
chr1_67421138_67421139	chr1	67421138	67421139	872	True	3
chr1_67424330_67424331	chr1	67424330	67424331	1887	True	4
chr1_67426816_67426817	chr1	67426816	67426817	220	True	5
chr1_67428739_67428740	chr1	67428739	67428740	322	True	5
chr1_68480042_68480043	chr1	68480042	68480043	284	True	2
chr1_68480062_68480063	chr1	68480062	68480063	128	False	NA
chr1_68480626_68480627	chr1	68480626	68480627	46	False	NA
chr1_68480669_68480670	chr1	68480669	68480670	32	False	NA
chr1_68481855_68481856	chr1	68481855	68481856	0	False	NA
chr1_68482212_68482213	chr1	68482212	68482213	0	False	NA
chr1_68482559_68482560	chr1	68482559	68482560	0	False	NA
chr1_68482576_68482577	chr1	68482576	68482577	0	False	NA
chr1_69753035_69753036	chr1	69753035	69753036	0	False	NA
chr1_70222074_70222075	chr1	70222074	70222075	3122	True	1
chr1_70222194_70222195	chr1	70222194	70222195	2214	True	4
chr1_70222539_70222540	chr1	70222539	70222540	2246	True	4
chr1_70222591_70222592	chr1	70222591	70222592	2456	True	4
chr1_70222624_70222625	chr1	70222624	70222625	1789	True	4
chr1_70222673_70222674	chr1	70222673	70222674	1900	True	4
chr1_70228720_70228721	chr1	70228720	70228721	3308	True	3
chr1_70228856_70228857	chr1	70228856	70228857	3082	True	3
chr1_70228938_70228939	chr1	70228938	70228939	3079	True	6
chr1_70228965_70228966	chr1	70228965	70228966	2994	True	6
chr1_70229201_70229202	chr1	70229201	70229202	5694	True	3
chr1_70229287_70229288	chr1	70229287	70229288	6940	True	1
chr1_70229362_70229363	chr1	70229362	70229363	3862	True	3
chr1_70229388_70229389	chr1	70229388	70229389	4604	True	3
chr1_70229416_70229417	chr1	70229416	70229417	5143	True	3
chr1_70229469_70229470	chr1	70229469	70229470	4428	True	3
chr1_70229489_70229490	chr1	70229489	70229490	3534	True	3
chr1_70229545_70229546	chr1	70229545	70229546	4516	True	3
chr1_70229940_70229941	chr1	70229940	70229941	3457	True	3
chr1_70230022_70230023	chr1	70230022	70230023	3075	True	3
chr1_70230095_70230096	chr1	70230095	70230096	1655	True	3
chr1_70230111_70230112	chr1	70230111	70230112	1984	True	3
chr1_70230190_70230191	chr1	70230190	70230191	2029	True	3
chr1_70230203_70230204	chr1	70230203	70230204	1597	True	3
chr1_70230220_70230221	chr1	70230220	70230221	1443	True	3
chr1_70230254_70230255	chr1	70230254	70230255	1693	True	3
chr1_70230485_70230486	chr1	70230485	70230486	2736	True	3
chr1_70230531_70230532	chr1	70230531	70230532	2758	True	3
chr1_70230658_70230659	chr1	70230658	70230659	3092	True	1
chr1_70230672_70230673	chr1	70230672	70230673	3030	True	1
chr1_70230707_70230708	chr1	70230707	70230708	3131	True	1
chr1_70230762_70230763	chr1	70230762	70230763	3377	True	1
chr1_70230863_70230864	chr1	70230863	70230864	3146	True	6
chr1_70231095_70231096	chr1	70231095	70231096	7018	True	3
chr1_70231389_70231390	chr1	70231389	70231390	4686	True	3
chr1_70231408_70231409	chr1	70231408	70231409	3469	True	3
chr1_70231485_70231486	chr1	70231485	70231486	4792	True	3
chr1_70231513_70231514	chr1	70231513	70231514	6336	True	1
chr1_70231555_70231556	chr1	70231555	70231556	6424	True	1
chr1_70231596_70231597	chr1	70231596	70231597	6064	True	1
chr1_70231669_70231670	chr1	70231669	70231670	5521	True	1
chr1_70231745_70231746	chr1	70231745	70231746	5815	True	3
chr1_70231843_70231844	chr1	70231843	70231844	6671	True	3
chr1_70231894_70231895	chr1	70231894	70231895	6453	True	3
chr1_70232029_70232030	chr1	70232029	70232030	1584	True	5
chr1_70232076_70232077	chr1	70232076	70232077	1233	True	5
chr1_70232143_70232144	chr1	70232143	70232144	2719	True	4
chr1_70247135_70247136	chr1	70247135	70247136	702	True	2
chr1_71064805_71064806	chr1	71064805	71064806	0	False	NA
chr1_71064879_71064880	chr1	71064879	71064880	0	False	NA
chr1_71064981_71064982	chr1	71064981	71064982	0	False	NA
chr1_71065074_71065075	chr1	71065074	71065075	0	False	NA
chr1_71066498_71066499	chr1	71066498	71066499	0	False	NA
chr1_71066535_71066536	chr1	71066535	71066536	2610	True	3
chr1_71066689_71066690	chr1	71066689	71066690	2060	True	4
chr1_71070445_71070446	chr1	71070445	71070446	1153	True	4
chr1_71070650_71070651	chr1	71070650	71070651	1093	True	4
chr1_71070686_71070687	chr1	71070686	71070687	1371	True	4
chr1_71070756_71070757	chr1	71070756	71070757	2324	True	4
chr1_71070812_71070813	chr1	71070812	71070813	2691	True	4
chr1_72731572_72731573	chr1	72731572	72731573	0	False	NA
chr1_72731593_72731594	chr1	72731593	72731594	0	False	NA
chr1_75505996_75505997	chr1	75505996	75505997	25	False	NA
chr1_75605374_75605375	chr1	75605374	75605375	61	False	NA
chr1_75786434_75786435	chr1	75786434	75786435	2823	True	3
chr1_75786567_75786568	chr1	75786567	75786568	2541	True	3
chr1_75786602_75786603	chr1	75786602	75786603	2264	True	3
chr1_75786631_75786632	chr1	75786631	75786632	2241	True	3
chr1_75786791_75786792	chr1	75786791	75786792	2233	True	3
chr1_75786832_75786833	chr1	75786832	75786833	2047	True	3
chr1_75786848_75786849	chr1	75786848	75786849	3203	True	3
chr1_75786933_75786934	chr1	75786933	75786934	3499	True	3
chr1_75786946_75786947	chr1	75786946	75786947	3221	True	3
chr1_75787019_75787020	chr1	75787019	75787020	25325	True	1
chr1_75787245_75787246	chr1	75787245	75787246	4960	True	1
chr1_75787366_75787367	chr1	75787366	75787367	2373	True	3
chr1_75787385_75787386	chr1	75787385	75787386	2668	True	3
chr1_75787485_75787486	chr1	75787485	75787486	6377	True	3
chr1_75787618_75787619	chr1	75787618	75787619	5558	True	3
chr1_75787636_75787637	chr1	75787636	75787637	4499	True	3
chr1_75787676_75787677	chr1	75787676	75787677	3508	True	4
chr1_75787862_75787863	chr1	75787862	75787863	68299	True	1
chr1_75788134_75788135	chr1	75788134	75788135	1783	True	4
chr1_75788770_75788771	chr1	75788770	75788771	1984	True	4
chr1_75789802_75789803	chr1	75789802	75789803	1602	True	4
chr1_75790141_75790142	chr1	75790141	75790142	3399	True	3
chr1_75790289_75790290	chr1	75790289	75790290	1214	True	5
chr1_75790505_75790506	chr1	75790505	75790506	1596	True	4
chr1_75794350_75794351	chr1	75794350	75794351	685	True	2
chr1_75794499_75794500	chr1	75794499	75794500	2699	True	4
chr1_76171507_76171508	chr1	76171507	76171508	0	False	NA
chr1_76173708_76173709	chr1	76173708	76173709	0	False	NA
chr1_77722786_77722787	chr1	77722786	77722787	131	False	NA
chr1_77723166_77723167	chr1	77723166	77723167	512	True	5
chr1_77948794_77948795	chr1	77948794	77948795	4594	True	3
chr1_77948814_77948815	chr1	77948814	77948815	4447	True	3
chr1_77948989_77948990	chr1	77948989	77948990	3855	True	4
chr1_77949440_77949441	chr1	77949440	77949441	552	True	2
chr1_77956060_77956061	chr1	77956060	77956061	662	True	5
chr1_77961776_77961777	chr1	77961776	77961777	1061	True	4
chr1_77962023_77962024	chr1	77962023	77962024	657	True	4
chr1_77962441_77962442	chr1	77962441	77962442	900	True	4
chr1_77962703_77962704	chr1	77962703	77962704	1448	True	2
chr1_77962745_77962746	chr1	77962745	77962746	2825	True	4
chr1_77964364_77964365	chr1	77964364	77964365	1890	True	2
chr1_77968576_77968577	chr1	77968576	77968577	1336	True	4
chr1_77969005_77969006	chr1	77969005	77969006	1343	True	4
chr1_77969095_77969096	chr1	77969095	77969096	1313	True	5
chr1_77969159_77969160	chr1	77969159	77969160	1054	True	5
chr1_77969175_77969176	chr1	77969175	77969176	1401	True	4
chr1_77969267_77969268	chr1	77969267	77969268	952	True	4
chr1_77969278_77969279	chr1	77969278	77969279	913	True	4
chr1_77969434_77969435	chr1	77969434	77969435	874	True	5
chr1_77969456_77969457	chr1	77969456	77969457	1000	True	5
chr1_77969681_77969682	chr1	77969681	77969682	1187	True	2
chr1_84105178_84105179	chr1	84105178	84105179	24	False	NA
chr1_85025559_85025560	chr1	85025559	85025560	0	False	NA
chr1_85025739_85025740	chr1	85025739	85025740	0	False	NA
chr1_85025963_85025964	chr1	85025963	85025964	0	False	NA
chr1_85026011_85026012	chr1	85026011	85026012	0	False	NA
chr1_85029117_85029118	chr1	85029117	85029118	0	False	NA
chr1_85258125_85258126	chr1	85258125	85258126	96	False	NA
chr1_86355844_86355845	chr1	86355844	86355845	32	False	NA
chr1_86355861_86355862	chr1	86355861	86355862	25	False	NA
chr1_88685262_88685263	chr1	88685262	88685263	425	True	4
chr1_88760447_88760448	chr1	88760447	88760448	528	True	2
chr1_88771106_88771107	chr1	88771106	88771107	448	True	5
chr1_89869658_89869659	chr1	89869658	89869659	277	True	2
chr1_89869827_89869828	chr1	89869827	89869828	218	True	5
chr1_90941318_90941319	chr1	90941318	90941319	551	True	2
chr1_90958241_90958242	chr1	90958241	90958242	479	True	6
chr1_91006688_91006689	chr1	91006688	91006689	396	True	2
chr1_91006738_91006739	chr1	91006738	91006739	358	True	2
chr1_91007060_91007061	chr1	91007060	91007061	179	False	NA
chr1_91020221_91020222	chr1	91020221	91020222	545	True	5
