binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_11823648_11823649	chr1	11823648	11823649	637	True	39
chr1_11989122_11989123	chr1	11989122	11989123	477	True	39
chr1_12021643_12021644	chr1	12021643	12021644	587	True	39
chr1_12026751_12026752	chr1	12026751	12026752	88	True	39
chr1_12113923_12113924	chr1	12113923	12113924	0	False	NA
chr1_12235180_12235181	chr1	12235180	12235181	28	False	NA
chr1_12243802_12243803	chr1	12243802	12243803	0	False	NA
chr1_12255504_12255505	chr1	12255504	12255505	62	True	39
chr1_12267720_12267721	chr1	12267720	12267721	17	False	NA
chr1_12268994_12268995	chr1	12268994	12268995	34	False	NA
chr1_12286408_12286409	chr1	12286408	12286409	0	False	NA
chr1_12302613_12302614	chr1	12302613	12302614	56	True	39
chr1_12311354_12311355	chr1	12311354	12311355	110	True	39
chr1_12311358_12311359	chr1	12311358	12311359	178	True	39
chr1_12319495_12319496	chr1	12319495	12319496	419	True	39
chr1_12319966_12319967	chr1	12319966	12319967	169	True	39
chr1_12342660_12342661	chr1	12342660	12342661	600	True	39
chr1_12344469_12344470	chr1	12344469	12344470	140	True	39
chr1_12355085_12355086	chr1	12355085	12355086	46	True	39
chr1_12358816_12358817	chr1	12358816	12358817	161	True	39
chr1_12368403_12368404	chr1	12368403	12368404	384	True	39
chr1_12379202_12379203	chr1	12379202	12379203	93	True	39
chr1_12384125_12384126	chr1	12384125	12384126	5	False	NA
chr1_12404893_12404894	chr1	12404893	12404894	73	True	39
chr1_12508375_12508376	chr1	12508375	12508376	218	True	39
chr1_12570229_12570230	chr1	12570229	12570230	105	True	39
chr1_12748114_12748115	chr1	12748114	12748115	0	False	NA
chr1_12759581_12759582	chr1	12759581	12759582	0	False	NA
chr1_13748173_13748174	chr1	13748173	13748174	0	False	NA
chr1_15046345_15046346	chr1	15046345	15046346	26	False	NA
chr1_15065574_15065575	chr1	15065574	15065575	88	True	39
chr1_15537757_15537758	chr1	15537757	15537758	10	False	NA
chr1_15548158_15548159	chr1	15548158	15548159	170	True	39
chr1_15637019_15637020	chr1	15637019	15637020	61	True	39
chr1_15649679_15649680	chr1	15649679	15649680	496	True	39
chr1_15729244_15729245	chr1	15729244	15729245	346	True	39
chr1_15729246_15729247	chr1	15729246	15729247	346	True	39
chr1_15731383_15731384	chr1	15731383	15731384	220	True	39
chr1_16005447_16005448	chr1	16005447	16005448	0	False	NA
chr1_16129665_16129666	chr1	16129665	16129666	239	True	39
chr1_16452177_16452178	chr1	16452177	16452178	13	False	NA
chr1_16957983_16957984	chr1	16957983	16957984	0	False	NA
chr1_17031941_17031942	chr1	17031941	17031942	85	True	39
chr1_17222683_17222684	chr1	17222683	17222684	0	False	NA
chr1_17228623_17228624	chr1	17228623	17228624	0	False	NA
chr1_17231401_17231402	chr1	17231401	17231402	0	False	NA
chr1_17265922_17265923	chr1	17265922	17265923	0	False	NA
chr1_17340200_17340201	chr1	17340200	17340201	0	False	NA
chr1_17374251_17374252	chr1	17374251	17374252	0	False	NA
chr1_17380820_17380821	chr1	17380820	17380821	0	False	NA
chr1_17381707_17381708	chr1	17381707	17381708	0	False	NA
chr1_17389222_17389223	chr1	17389222	17389223	0	False	NA
chr1_17389224_17389225	chr1	17389224	17389225	0	False	NA
chr1_17416210_17416211	chr1	17416210	17416211	430	True	39
chr1_17419977_17419978	chr1	17419977	17419978	127	True	39
chr1_17621746_17621747	chr1	17621746	17621747	108	True	39
chr1_17634750_17634751	chr1	17634750	17634751	1585	True	39
chr1_17639312_17639313	chr1	17639312	17639313	1628	True	39
chr1_17639453_17639454	chr1	17639453	17639454	1749	True	39
chr1_17645366_17645367	chr1	17645366	17645367	551	True	39
chr1_19084986_19084987	chr1	19084986	19084987	5	False	NA
chr1_19122587_19122588	chr1	19122587	19122588	114	True	39
chr1_19136889_19136890	chr1	19136889	19136890	43	True	39
chr1_19144211_19144212	chr1	19144211	19144212	189	True	39
chr1_19146178_19146179	chr1	19146178	19146179	1247	True	39
chr1_19147380_19147381	chr1	19147380	19147381	7	False	NA
chr1_19160361_19160362	chr1	19160361	19160362	431	True	39
chr1_19176771_19176772	chr1	19176771	19176772	1250	True	39
chr1_19184451_19184452	chr1	19184451	19184452	142	True	39
chr1_19195356_19195357	chr1	19195356	19195357	36	False	NA
chr1_19256939_19256940	chr1	19256939	19256940	86	True	39
chr1_19324586_19324587	chr1	19324586	19324587	16	False	NA
chr1_19741034_19741035	chr1	19741034	19741035	5	False	NA
chr1_19892593_19892594	chr1	19892593	19892594	97	True	39
chr1_20323272_20323273	chr1	20323272	20323273	0	False	NA
chr1_20667541_20667542	chr1	20667541	20667542	0	False	NA
chr1_20696624_20696625	chr1	20696624	20696625	0	False	NA
chr1_20825923_20825924	chr1	20825923	20825924	0	False	NA
chr1_20863885_20863886	chr1	20863885	20863886	8	False	NA
chr1_21260108_21260109	chr1	21260108	21260109	19	False	NA
chr1_21478839_21478840	chr1	21478839	21478840	0	False	NA
chr1_21692151_21692152	chr1	21692151	21692152	213	True	39
chr1_21711619_21711620	chr1	21711619	21711620	100	True	39
chr1_21729024_21729025	chr1	21729024	21729025	19	False	NA
chr1_21756828_21756829	chr1	21756828	21756829	618	True	39
chr1_21813622_21813623	chr1	21813622	21813623	0	False	NA
chr1_22074696_22074697	chr1	22074696	22074697	46	True	39
chr1_22501970_22501971	chr1	22501970	22501971	306	True	39
chr1_22510225_22510226	chr1	22510225	22510226	7	False	NA
chr1_22515327_22515328	chr1	22515327	22515328	0	False	NA
chr1_22517865_22517866	chr1	22517865	22517866	148	True	39
chr1_22517865_22517866	chr1	22517865	22517866	148	True	39
chr1_22573175_22573176	chr1	22573175	22573176	0	False	NA
chr1_22595502_22595503	chr1	22595502	22595503	0	False	NA
chr1_22601298_22601299	chr1	22601298	22601299	14	False	NA
chr1_23412040_23412041	chr1	23412040	23412041	0	False	NA
chr1_23511862_23511863	chr1	23511862	23511863	26	False	NA
chr1_23753669_23753670	chr1	23753669	23753670	6	False	NA
chr1_23753676_23753677	chr1	23753676	23753677	6	False	NA
chr1_23960086_23960087	chr1	23960086	23960087	1043	True	39
chr1_23974468_23974469	chr1	23974468	23974469	226	True	39
chr1_24079856_24079857	chr1	24079856	24079857	0	False	NA
chr1_24091492_24091493	chr1	24091492	24091493	8	False	NA
chr1_24124047_24124048	chr1	24124047	24124048	0	False	NA
chr1_24138102_24138103	chr1	24138102	24138103	0	False	NA
chr1_24158187_24158188	chr1	24158187	24158188	0	False	NA
chr1_24158191_24158192	chr1	24158191	24158192	0	False	NA
chr1_24342542_24342543	chr1	24342542	24342543	0	False	NA
chr1_24348702_24348703	chr1	24348702	24348703	0	False	NA
chr1_24373214_24373215	chr1	24373214	24373215	0	False	NA
chr1_24450162_24450163	chr1	24450162	24450163	6	False	NA
chr1_24455077_24455078	chr1	24455077	24455078	0	False	NA
chr1_24657302_24657303	chr1	24657302	24657303	156	True	39
chr1_25228847_25228848	chr1	25228847	25228848	26	False	NA
chr1_25306477_25306478	chr1	25306477	25306478	0	False	NA
chr1_25352719_25352720	chr1	25352719	25352720	32	False	NA
chr1_25450301_25450302	chr1	25450301	25450302	291	True	39
chr1_25779739_25779740	chr1	25779739	25779740	0	False	NA
chr1_26179671_26179672	chr1	26179671	26179672	0	False	NA
chr1_26183978_26183979	chr1	26183978	26183979	33	False	NA
chr1_26195373_26195374	chr1	26195373	26195374	0	False	NA
chr1_26730074_26730075	chr1	26730074	26730075	323	True	39
chr1_26769105_26769106	chr1	26769105	26769106	124	True	39
chr1_26913348_26913349	chr1	26913348	26913349	1079	True	39
chr1_27110197_27110198	chr1	27110197	27110198	0	False	NA
chr1_27416314_27416315	chr1	27416314	27416315	39	False	NA
chr1_27671105_27671106	chr1	27671105	27671106	8	False	NA
chr1_27784630_27784631	chr1	27784630	27784631	21	False	NA
chr1_27805147_27805148	chr1	27805147	27805148	23	False	NA
chr1_27831369_27831370	chr1	27831369	27831370	32	False	NA
chr1_27895296_27895297	chr1	27895296	27895297	10	False	NA
chr1_27909190_27909191	chr1	27909190	27909191	113	True	39
chr1_27910955_27910956	chr1	27910955	27910956	101	True	39
chr1_27999185_27999186	chr1	27999185	27999186	16	False	NA
chr1_28002702_28002703	chr1	28002702	28002703	49	True	39
chr1_28277724_28277725	chr1	28277724	28277725	42	True	39
chr1_28466197_28466198	chr1	28466197	28466198	17	False	NA
chr1_28592749_28592750	chr1	28592749	28592750	541	True	39
chr1_28683975_28683976	chr1	28683975	28683976	64	True	39
chr1_28988828_28988829	chr1	28988828	28988829	45	True	39
chr1_28989097_28989098	chr1	28989097	28989098	320	True	39
chr1_29062210_29062211	chr1	29062210	29062211	551	True	39
chr1_29321635_29321636	chr1	29321635	29321636	0	False	NA
chr1_30949000_30949001	chr1	30949000	30949001	158	True	39
chr1_30965126_30965127	chr1	30965126	30965127	188	True	39
chr1_30994592_30994593	chr1	30994592	30994593	179	True	39
chr1_31187436_31187437	chr1	31187436	31187437	0	False	NA
chr1_31269759_31269760	chr1	31269759	31269760	235	True	39
chr1_31368473_31368474	chr1	31368473	31368474	0	False	NA
chr1_31701386_31701387	chr1	31701386	31701387	0	False	NA
chr1_31739729_31739730	chr1	31739729	31739730	0	False	NA
chr1_31791783_31791784	chr1	31791783	31791784	0	False	NA
chr1_31796885_31796886	chr1	31796885	31796886	0	False	NA
chr1_32032634_32032635	chr1	32032634	32032635	402	True	39
chr1_32194570_32194571	chr1	32194570	32194571	92	True	39
chr1_32379006_32379007	chr1	32379006	32379007	79	True	39
chr1_32655476_32655477	chr1	32655476	32655477	253	True	39
chr1_32677833_32677834	chr1	32677833	32677834	515	True	39
chr1_32788255_32788256	chr1	32788255	32788256	348	True	39
chr1_32825947_32825948	chr1	32825947	32825948	25	False	NA
chr1_32828356_32828357	chr1	32828356	32828357	0	False	NA
chr1_32855407_32855408	chr1	32855407	32855408	12	False	NA
chr1_32897775_32897776	chr1	32897775	32897776	6	False	NA
chr1_32948024_32948025	chr1	32948024	32948025	29	False	NA
chr1_33327347_33327348	chr1	33327347	33327348	27	False	NA
chr1_33522258_33522259	chr1	33522258	33522259	0	False	NA
chr1_33523069_33523070	chr1	33523069	33523070	0	False	NA
chr1_33525131_33525132	chr1	33525131	33525132	0	False	NA
chr1_33535375_33535376	chr1	33535375	33535376	0	False	NA
chr1_33540135_33540136	chr1	33540135	33540136	0	False	NA
chr1_33548375_33548376	chr1	33548375	33548376	0	False	NA
chr1_33618344_33618345	chr1	33618344	33618345	0	False	NA
chr1_33634047_33634048	chr1	33634047	33634048	0	False	NA
chr1_33712149_33712150	chr1	33712149	33712150	0	False	NA
chr1_34784261_34784262	chr1	34784261	34784262	0	False	NA
chr1_35099841_35099842	chr1	35099841	35099842	350	True	39
chr1_35101570_35101571	chr1	35101570	35101571	241	True	39
chr1_35185042_35185043	chr1	35185042	35185043	2373	True	39
chr1_35185345_35185346	chr1	35185345	35185346	2898	True	39
chr1_35190042_35190043	chr1	35190042	35190043	1057	True	39
chr1_35387941_35387942	chr1	35387941	35387942	449	True	39
chr1_35403121_35403122	chr1	35403121	35403122	18	False	NA
chr1_35419107_35419108	chr1	35419107	35419108	202	True	39
chr1_35453207_35453208	chr1	35453207	35453208	13	False	NA
chr1_35469328_35469329	chr1	35469328	35469329	0	False	NA
chr1_35744700_35744701	chr1	35744700	35744701	0	False	NA
chr1_35824289_35824290	chr1	35824289	35824290	12	False	NA
chr1_35852558_35852559	chr1	35852558	35852559	35	False	NA
chr1_35890729_35890730	chr1	35890729	35890730	79	True	39
chr1_35901391_35901392	chr1	35901391	35901392	304	True	39
chr1_35972973_35972974	chr1	35972973	35972974	24	False	NA
chr1_36087395_36087396	chr1	36087395	36087396	0	False	NA
chr1_36287870_36287871	chr1	36287870	36287871	1467	True	39
chr1_36308210_36308211	chr1	36308210	36308211	442	True	39
chr1_36418654_36418655	chr1	36418654	36418655	13	False	NA
chr1_36419554_36419555	chr1	36419554	36419555	0	False	NA
chr1_36472464_36472465	chr1	36472464	36472465	78	True	39
chr1_36819582_36819583	chr1	36819582	36819583	0	False	NA
chr1_37562554_37562555	chr1	37562554	37562555	0	False	NA
chr1_37574853_37574854	chr1	37574853	37574854	621	True	39
chr1_37583693_37583694	chr1	37583693	37583694	353	True	39
chr1_37585960_37585961	chr1	37585960	37585961	75	True	39
chr1_37590944_37590945	chr1	37590944	37590945	146	True	39
chr1_37590952_37590953	chr1	37590952	37590953	138	True	39
chr1_37700746_37700747	chr1	37700746	37700747	183	True	39
chr1_37874237_37874238	chr1	37874237	37874238	30	False	NA
chr1_37946181_37946182	chr1	37946181	37946182	92	True	39
chr1_37946189_37946190	chr1	37946189	37946190	110	True	39
chr1_37984318_37984319	chr1	37984318	37984319	470	True	39
chr1_38923816_38923817	chr1	38923816	38923817	0	False	NA
chr1_38991797_38991798	chr1	38991797	38991798	3552	True	39
chr1_39028434_39028435	chr1	39028434	39028435	7	False	NA
chr1_39028438_39028439	chr1	39028438	39028439	7	False	NA
chr1_39256987_39256988	chr1	39256987	39256988	0	False	NA
chr1_39296883_39296884	chr1	39296883	39296884	0	False	NA
chr1_39370736_39370737	chr1	39370736	39370737	5	False	NA
chr1_39378692_39378693	chr1	39378692	39378693	16	False	NA
chr1_39429579_39429580	chr1	39429579	39429580	5	False	NA
chr1_39430669_39430670	chr1	39430669	39430670	2176	True	39
chr1_39433447_39433448	chr1	39433447	39433448	20	False	NA
chr1_39438248_39438249	chr1	39438248	39438249	0	False	NA
chr1_39444604_39444605	chr1	39444604	39444605	834	True	39
chr1_39566979_39566980	chr1	39566979	39566980	142	True	39
chr1_39570837_39570838	chr1	39570837	39570838	98	True	39
chr1_39572245_39572246	chr1	39572245	39572246	45	True	39
chr1_39851641_39851642	chr1	39851641	39851642	104	True	39
chr1_40066735_40066736	chr1	40066735	40066736	27	False	NA
chr1_40067405_40067406	chr1	40067405	40067406	86	True	39
chr1_40250658_40250659	chr1	40250658	40250659	0	False	NA
chr1_40282486_40282487	chr1	40282486	40282487	29	False	NA
chr1_40454756_40454757	chr1	40454756	40454757	0	False	NA
chr1_40645994_40645995	chr1	40645994	40645995	0	False	NA
chr1_40740228_40740229	chr1	40740228	40740229	61	True	39
chr1_40743460_40743461	chr1	40743460	40743461	12	False	NA
chr1_40754485_40754486	chr1	40754485	40754486	1238	True	39
chr1_40987301_40987302	chr1	40987301	40987302	216	True	39
chr1_40987601_40987602	chr1	40987601	40987602	14	False	NA
chr1_40993285_40993286	chr1	40993285	40993286	152	True	39
chr1_41031000_41031001	chr1	41031000	41031001	5	False	NA
chr1_42190173_42190174	chr1	42190173	42190174	283	True	39
chr1_42541365_42541366	chr1	42541365	42541366	0	False	NA
chr1_42643638_42643639	chr1	42643638	42643639	0	False	NA
chr1_42646055_42646056	chr1	42646055	42646056	0	False	NA
chr1_42646068_42646069	chr1	42646068	42646069	0	False	NA
chr1_42737544_42737545	chr1	42737544	42737545	0	False	NA
chr1_42749329_42749330	chr1	42749329	42749330	40	True	39
chr1_42806524_42806525	chr1	42806524	42806525	0	False	NA
chr1_42806763_42806764	chr1	42806763	42806764	0	False	NA
chr1_42823619_42823620	chr1	42823619	42823620	36	False	NA
chr1_42828349_42828350	chr1	42828349	42828350	115	True	39
chr1_42837967_42837968	chr1	42837967	42837968	38	False	NA
chr1_43183589_43183590	chr1	43183589	43183590	0	False	NA
chr1_43321614_43321615	chr1	43321614	43321615	0	False	NA
chr1_43350613_43350614	chr1	43350613	43350614	0	False	NA
chr1_43593637_43593638	chr1	43593637	43593638	110	True	39
chr1_43614182_43614183	chr1	43614182	43614183	10	False	NA
chr1_43662629_43662630	chr1	43662629	43662630	27	False	NA
chr1_43689753_43689754	chr1	43689753	43689754	0	False	NA
chr1_43689757_43689758	chr1	43689757	43689758	0	False	NA
chr1_43958978_43958979	chr1	43958978	43958979	55	True	39
chr1_44219555_44219556	chr1	44219555	44219556	54	True	39
chr1_44632571_44632572	chr1	44632571	44632572	21	False	NA
chr1_44647983_44647984	chr1	44647983	44647984	0	False	NA
chr1_44746390_44746391	chr1	44746390	44746391	90	True	39
chr1_44803598_44803599	chr1	44803598	44803599	324	True	39
chr1_44812120_44812121	chr1	44812120	44812121	259	True	39
chr1_44822747_44822748	chr1	44822747	44822748	0	False	NA
chr1_45515172_45515173	chr1	45515172	45515173	24	False	NA
chr1_45515173_45515174	chr1	45515173	45515174	24	False	NA
chr1_45517237_45517238	chr1	45517237	45517238	124	True	39
chr1_45564243_45564244	chr1	45564243	45564244	166	True	39
chr1_45606078_45606079	chr1	45606078	45606079	60	True	39
chr1_45614528_45614529	chr1	45614528	45614529	350	True	39
chr1_45748407_45748408	chr1	45748407	45748408	5	False	NA
chr1_45949437_45949438	chr1	45949437	45949438	22	False	NA
chr1_46028766_46028767	chr1	46028766	46028767	119	True	39
chr1_46044974_46044975	chr1	46044974	46044975	0	False	NA
chr1_46268587_46268588	chr1	46268587	46268588	601	True	39
chr1_46273929_46273930	chr1	46273929	46273930	82	True	39
chr1_46356747_46356748	chr1	46356747	46356748	33	False	NA
chr1_46577626_46577627	chr1	46577626	46577627	0	False	NA
chr1_46658436_46658437	chr1	46658436	46658437	20	False	NA
chr1_46817910_46817911	chr1	46817910	46817911	0	False	NA
chr1_47036733_47036734	chr1	47036733	47036734	0	False	NA
chr1_47261262_47261263	chr1	47261262	47261263	13	False	NA
chr1_47290862_47290863	chr1	47290862	47290863	102	True	39
chr1_47307878_47307879	chr1	47307878	47307879	6	False	NA
chr1_47311656_47311657	chr1	47311656	47311657	41	True	39
chr1_47371152_47371153	chr1	47371152	47371153	52	True	39
chr1_48236024_48236025	chr1	48236024	48236025	723	True	39
chr1_48403372_48403373	chr1	48403372	48403373	0	False	NA
chr1_50198460_50198461	chr1	50198460	50198461	0	False	NA
chr1_50537412_50537413	chr1	50537412	50537413	141	True	39
chr1_51400430_51400431	chr1	51400430	51400431	69	True	39
chr1_51470229_51470230	chr1	51470229	51470230	0	False	NA
chr1_51761446_51761447	chr1	51761446	51761447	21	False	NA
chr1_51776831_51776832	chr1	51776831	51776832	1389	True	39
chr1_51782281_51782282	chr1	51782281	51782282	67	True	39
chr1_51783773_51783774	chr1	51783773	51783774	61	True	39
chr1_51815381_51815382	chr1	51815381	51815382	1003	True	39
chr1_51828186_51828187	chr1	51828186	51828187	79	True	39
chr1_52060662_52060663	chr1	52060662	52060663	5	False	NA
chr1_52063073_52063074	chr1	52063073	52063074	0	False	NA
chr1_52235351_52235352	chr1	52235351	52235352	5	False	NA
chr1_52265163_52265164	chr1	52265163	52265164	11	False	NA
chr1_52272394_52272395	chr1	52272394	52272395	5	False	NA
chr1_52337218_52337219	chr1	52337218	52337219	0	False	NA
chr1_52342141_52342142	chr1	52342141	52342142	21	False	NA
chr1_52387946_52387947	chr1	52387946	52387947	89	True	39
chr1_52388235_52388236	chr1	52388235	52388236	386	True	39
chr1_52394553_52394554	chr1	52394553	52394554	59	True	39
chr1_52405312_52405313	chr1	52405312	52405313	38	False	NA
chr1_52430261_52430262	chr1	52430261	52430262	0	False	NA
chr1_52460085_52460086	chr1	52460085	52460086	57	True	39
chr1_52637427_52637428	chr1	52637427	52637428	0	False	NA
chr1_52953622_52953623	chr1	52953622	52953623	0	False	NA
chr1_52954475_52954476	chr1	52954475	52954476	0	False	NA
chr1_52960165_52960166	chr1	52960165	52960166	0	False	NA
chr1_53229658_53229659	chr1	53229658	53229659	0	False	NA
chr1_53261828_53261829	chr1	53261828	53261829	0	False	NA
chr1_53829521_53829522	chr1	53829521	53829522	81	True	39
chr1_53922635_53922636	chr1	53922635	53922636	555	True	39
chr1_53963208_53963209	chr1	53963208	53963209	10	False	NA
chr1_54603080_54603081	chr1	54603080	54603081	0	False	NA
chr1_54669665_54669666	chr1	54669665	54669666	0	False	NA
chr1_54695044_54695045	chr1	54695044	54695045	0	False	NA
chr1_54716375_54716376	chr1	54716375	54716376	20	False	NA
chr1_54814568_54814569	chr1	54814568	54814569	0	False	NA
chr1_54866965_54866966	chr1	54866965	54866966	56	True	39
chr1_55060859_55060860	chr1	55060859	55060860	39	False	NA
chr1_55088290_55088291	chr1	55088290	55088291	281	True	39
chr1_55164152_55164153	chr1	55164152	55164153	271	True	39
chr1_55168851_55168852	chr1	55168851	55168852	161	True	39
chr1_56250505_56250506	chr1	56250505	56250506	0	False	NA
chr1_56251900_56251901	chr1	56251900	56251901	0	False	NA
chr1_56674922_56674923	chr1	56674922	56674923	24	False	NA
chr1_56706307_56706308	chr1	56706307	56706308	95	True	39
chr1_56706468_56706469	chr1	56706468	56706469	139	True	39
chr1_56790468_56790469	chr1	56790468	56790469	0	False	NA
chr1_56790473_56790474	chr1	56790473	56790474	0	False	NA
chr1_56882890_56882891	chr1	56882890	56882891	0	False	NA
chr1_56910651_56910652	chr1	56910651	56910652	0	False	NA
chr1_56941690_56941691	chr1	56941690	56941691	0	False	NA
chr1_56946387_56946388	chr1	56946387	56946388	0	False	NA
chr1_56956512_56956513	chr1	56956512	56956513	0	False	NA
chr1_57019533_57019534	chr1	57019533	57019534	0	False	NA
chr1_58536837_58536838	chr1	58536837	58536838	47	True	39
chr1_58699622_58699623	chr1	58699622	58699623	228	True	39
chr1_59835864_59835865	chr1	59835864	59835865	5	False	NA
chr1_59862501_59862502	chr1	59862501	59862502	6	False	NA
chr1_60039584_60039585	chr1	60039584	60039585	0	False	NA
chr1_61181526_61181527	chr1	61181526	61181527	266	True	39
chr1_61365832_61365833	chr1	61365832	61365833	11	False	NA
chr1_61682986_61682987	chr1	61682986	61682987	215	True	39
chr1_61704804_61704805	chr1	61704804	61704805	32	False	NA
chr1_61769125_61769126	chr1	61769125	61769126	0	False	NA
chr1_61774906_61774907	chr1	61774906	61774907	5	False	NA
chr1_61805000_61805001	chr1	61805000	61805001	7	False	NA
chr1_62132857_62132858	chr1	62132857	62132858	0	False	NA
chr1_62245834_62245835	chr1	62245834	62245835	0	False	NA
chr1_62247919_62247920	chr1	62247919	62247920	5	False	NA
chr1_62250805_62250806	chr1	62250805	62250806	0	False	NA
chr1_62264542_62264543	chr1	62264542	62264543	0	False	NA
