binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_28507410_28507411	chr1	28507410	28507411	345516	True	6
chr1_28507438_28507439	chr1	28507438	28507439	418613	True	1
chr1_28507456_28507457	chr1	28507456	28507457	419905	True	1
chr1_28507476_28507477	chr1	28507476	28507477	345150	True	1
chr1_28507490_28507491	chr1	28507490	28507491	337091	True	1
chr1_28507510_28507511	chr1	28507510	28507511	256851	True	1
chr1_28507536_28507537	chr1	28507536	28507537	252303	True	1
chr1_28507549_28507550	chr1	28507549	28507550	209105	True	1
chr1_28508556_28508557	chr1	28508556	28508557	332622	True	5
chr1_28508582_28508583	chr1	28508582	28508583	346680	True	5
chr1_28508598_28508599	chr1	28508598	28508599	351585	True	5
chr1_28508606_28508607	chr1	28508606	28508607	385972	True	5
chr1_28508619_28508620	chr1	28508619	28508620	388035	True	5
chr1_28508630_28508631	chr1	28508630	28508631	431024	True	1
chr1_28508646_28508647	chr1	28508646	28508647	432815	True	1
chr1_28508664_28508665	chr1	28508664	28508665	344863	True	1
chr1_28508674_28508675	chr1	28508674	28508675	343062	True	1
chr1_28508682_28508683	chr1	28508682	28508683	339558	True	1
chr1_28508701_28508702	chr1	28508701	28508702	221003	True	1
chr1_28508723_28508724	chr1	28508723	28508724	204252	True	1
chr1_28508777_28508778	chr1	28508777	28508778	92668	True	1
chr1_28508920_28508921	chr1	28508920	28508921	22810	True	1
chr1_28509113_28509114	chr1	28509113	28509114	12462	True	1
chr1_28538827_28538828	chr1	28538827	28538828	2382	True	5
chr1_28578788_28578789	chr1	28578788	28578789	16513	True	3
chr1_28578801_28578802	chr1	28578801	28578802	16276	True	3
chr1_28578821_28578822	chr1	28578821	28578822	16203	True	3
chr1_28579794_28579795	chr1	28579794	28579795	97042	True	3
chr1_28579828_28579829	chr1	28579828	28579829	96782	True	3
chr1_28579845_28579846	chr1	28579845	28579846	97447	True	3
chr1_28579879_28579880	chr1	28579879	28579880	97995	True	3
chr1_28579894_28579895	chr1	28579894	28579895	98056	True	3
chr1_28580418_28580419	chr1	28580418	28580419	58442	True	5
chr1_28580437_28580438	chr1	28580437	28580438	58659	True	5
chr1_28580466_28580467	chr1	28580466	28580467	59121	True	5
chr1_28580484_28580485	chr1	28580484	28580485	59411	True	5
chr1_28580513_28580514	chr1	28580513	28580514	60809	True	5
chr1_28580956_28580957	chr1	28580956	28580957	39703	True	3
chr1_28580974_28580975	chr1	28580974	28580975	39448	True	3
chr1_28581008_28581009	chr1	28581008	28581009	39727	True	3
chr1_28581022_28581023	chr1	28581022	28581023	39538	True	3
chr1_28581054_28581055	chr1	28581054	28581055	39799	True	3
chr1_28648597_28648598	chr1	28648597	28648598	102836	True	1
chr1_28648638_28648639	chr1	28648638	28648639	106227	True	1
chr1_28648665_28648666	chr1	28648665	28648666	106259	True	1
chr1_28648691_28648692	chr1	28648691	28648692	106293	True	1
chr1_30949202_30949203	chr1	30949202	30949203	0	False	NA
chr1_30968196_30968197	chr1	30968196	30968197	13579	True	3
chr1_30968217_30968218	chr1	30968217	30968218	13577	True	3
chr1_30968236_30968237	chr1	30968236	30968237	13812	True	3
chr1_31656807_31656808	chr1	31656807	31656808	25	False	NA
chr1_32680372_32680373	chr1	32680372	32680373	6771	True	1
chr1_35184157_35184158	chr1	35184157	35184158	13892	True	1
chr1_35184236_35184237	chr1	35184236	35184237	13474	True	1
chr1_35189008_35189009	chr1	35189008	35189009	7299	True	5
chr1_35189064_35189065	chr1	35189064	35189065	6193	True	5
chr1_35189199_35189200	chr1	35189199	35189200	4071	True	3
chr1_35189331_35189332	chr1	35189331	35189332	5041	True	3
chr1_35190583_35190584	chr1	35190583	35190584	4217	True	5
chr1_35190878_35190879	chr1	35190878	35190879	7640	True	5
chr1_35191377_35191378	chr1	35191377	35191378	8704	True	3
chr1_35191405_35191406	chr1	35191405	35191406	8701	True	3
chr1_35191449_35191450	chr1	35191449	35191450	9219	True	3
chr1_35427846_35427847	chr1	35427846	35427847	944	True	2
chr1_35808335_35808336	chr1	35808335	35808336	122	False	NA
chr1_36304463_36304464	chr1	36304463	36304464	5452	True	1
chr1_39028868_39028869	chr1	39028868	39028869	2783	True	3
chr1_39034536_39034537	chr1	39034536	39034537	3260	True	5
chr1_39560871_39560872	chr1	39560871	39560872	4415	True	1
chr1_39560911_39560912	chr1	39560911	39560912	4497	True	1
chr1_39560969_39560970	chr1	39560969	39560970	4344	True	1
chr1_39567393_39567394	chr1	39567393	39567394	29640	True	5
chr1_39567411_39567412	chr1	39567411	39567412	42660	True	5
chr1_39567455_39567456	chr1	39567455	39567456	42511	True	5
chr1_39567494_39567495	chr1	39567494	39567495	42561	True	5
chr1_39567511_39567512	chr1	39567511	39567512	30088	True	5
chr1_40988629_40988630	chr1	40988629	40988630	570	True	4
chr1_41008708_41008709	chr1	41008708	41008709	1556	True	2
chr1_42682425_42682426	chr1	42682425	42682426	3708	True	3
chr1_42682651_42682652	chr1	42682651	42682652	6418	True	4
chr1_42682690_42682691	chr1	42682690	42682691	6572	True	4
chr1_42682720_42682721	chr1	42682720	42682721	6596	True	4
chr1_42683457_42683458	chr1	42683457	42683458	2168	True	4
chr1_42693512_42693513	chr1	42693512	42693513	5113	True	5
chr1_42696273_42696274	chr1	42696273	42696274	5396	True	3
chr1_42696725_42696726	chr1	42696725	42696726	6378	True	3
chr1_42697244_42697245	chr1	42697244	42697245	3293	True	5
chr1_42700875_42700876	chr1	42700875	42700876	4476	True	3
chr1_42700921_42700922	chr1	42700921	42700922	6483	True	3
chr1_42701031_42701032	chr1	42701031	42701032	5337	True	3
chr1_42701988_42701989	chr1	42701988	42701989	8871	True	3
chr1_42702173_42702174	chr1	42702173	42702174	1879	True	5
chr1_44418076_44418077	chr1	44418076	44418077	705	True	2
chr1_44721813_44721814	chr1	44721813	44721814	50599	True	1
chr1_44721862_44721863	chr1	44721862	44721863	50458	True	1
chr1_44721904_44721905	chr1	44721904	44721905	50448	True	1
chr1_44731129_44731130	chr1	44731129	44731130	27600	True	1
chr1_44731171_44731172	chr1	44731171	44731172	27600	True	1
chr1_44775574_44775575	chr1	44775574	44775575	2982	True	3
chr1_44775862_44775863	chr1	44775862	44775863	38633	True	3
chr1_44775894_44775895	chr1	44775894	44775895	38576	True	3
chr1_44776491_44776492	chr1	44776491	44776492	40903	True	3
chr1_44776509_44776510	chr1	44776509	44776510	40988	True	3
chr1_44776533_44776534	chr1	44776533	44776534	41167	True	3
chr1_44776543_44776544	chr1	44776543	44776544	40901	True	3
chr1_44777750_44777751	chr1	44777750	44777751	49539	True	3
chr1_44777840_44777841	chr1	44777840	44777841	38518	True	3
chr1_44777870_44777871	chr1	44777870	44777871	22205	True	3
chr1_44778020_44778021	chr1	44778020	44778021	31445	True	5
chr1_44778110_44778111	chr1	44778110	44778111	31404	True	5
chr1_44778387_44778388	chr1	44778387	44778388	22943	True	3
chr1_44778408_44778409	chr1	44778408	44778409	22999	True	3
chr1_44778424_44778425	chr1	44778424	44778425	23029	True	3
chr1_44778649_44778650	chr1	44778649	44778650	11560	True	1
chr1_44819914_44819915	chr1	44819914	44819915	47424	True	1
chr1_44819944_44819945	chr1	44819944	44819945	47424	True	1
chr1_44819956_44819957	chr1	44819956	44819957	47424	True	1
chr1_44819972_44819973	chr1	44819972	44819973	47393	True	1
chr1_44819999_44820000	chr1	44819999	44820000	47199	True	1
chr1_45511108_45511109	chr1	45511108	45511109	5856	True	1
chr1_45511165_45511166	chr1	45511165	45511166	14755	True	1
chr1_45511260_45511261	chr1	45511260	45511261	15976	True	1
chr1_45511315_45511316	chr1	45511315	45511316	14666	True	1
chr1_45511346_45511347	chr1	45511346	45511347	12117	True	1
chr1_45511381_45511382	chr1	45511381	45511382	6178	True	1
chr1_45514523_45514524	chr1	45514523	45514524	4237	True	3
chr1_45514599_45514600	chr1	45514599	45514600	4659	True	3
chr1_45514628_45514629	chr1	45514628	45514629	3673	True	3
chr1_45514911_45514912	chr1	45514911	45514912	3631	True	3
chr1_45514942_45514943	chr1	45514942	45514943	3486	True	3
chr1_45514980_45514981	chr1	45514980	45514981	3392	True	3
chr1_45515673_45515674	chr1	45515673	45515674	4995	True	5
chr1_45515716_45515717	chr1	45515716	45515717	7983	True	5
chr1_45515740_45515741	chr1	45515740	45515741	8026	True	5
chr1_45515767_45515768	chr1	45515767	45515768	7522	True	5
chr1_45515786_45515787	chr1	45515786	45515787	6675	True	5
chr1_45518967_45518968	chr1	45518967	45518968	5690	True	5
chr1_45519000_45519001	chr1	45519000	45519001	5550	True	5
chr1_45521848_45521849	chr1	45521848	45521849	9862	True	3
chr1_45521881_45521882	chr1	45521881	45521882	9471	True	3
chr1_45850747_45850748	chr1	45850747	45850748	108	False	NA
chr1_46303718_46303719	chr1	46303718	46303719	6863	True	3
chr1_46316730_46316731	chr1	46316730	46316731	9518	True	1
chr1_47987866_47987867	chr1	47987866	47987867	0	False	NA
chr1_51973416_51973417	chr1	51973416	51973417	4731	True	3
chr1_52754321_52754322	chr1	52754321	52754322	15682	True	4
chr1_54890587_54890588	chr1	54890587	54890588	0	False	NA
chr1_55064700_55064701	chr1	55064700	55064701	6228	True	5
chr1_59874555_59874556	chr1	59874555	59874556	77	False	NA
chr1_62025661_62025662	chr1	62025661	62025662	184	False	NA
chr1_62442241_62442242	chr1	62442241	62442242	1411	True	4
chr1_65415915_65415916	chr1	65415915	65415916	832	True	2
chr1_67411482_67411483	chr1	67411482	67411483	3347	True	4
chr1_67413060_67413061	chr1	67413060	67413061	3127	True	1
chr1_67413144_67413145	chr1	67413144	67413145	6302	True	1
chr1_67420116_67420117	chr1	67420116	67420117	1690	True	3
chr1_67424894_67424895	chr1	67424894	67424895	865	True	2
chr1_67425108_67425109	chr1	67425108	67425109	249	True	2
chr1_67426255_67426256	chr1	67426255	67426256	10943	True	3
chr1_67430240_67430241	chr1	67430240	67430241	14465	True	3
chr1_67430334_67430335	chr1	67430334	67430335	8902	True	3
chr1_67430387_67430388	chr1	67430387	67430388	5271	True	3
chr1_69597241_69597242	chr1	69597241	69597242	0	False	NA
chr1_71067704_71067705	chr1	71067704	71067705	6011	True	2
chr1_75787069_75787070	chr1	75787069	75787070	25350	True	5
chr1_75787093_75787094	chr1	75787093	75787094	25485	True	5
chr1_75787116_75787117	chr1	75787116	75787117	25564	True	5
chr1_75787886_75787887	chr1	75787886	75787887	68225	True	1
chr1_75787917_75787918	chr1	75787917	75787918	68172	True	1
chr1_75787935_75787936	chr1	75787935	75787936	68095	True	1
chr1_75789474_75789475	chr1	75789474	75789475	41037	True	1
chr1_75789484_75789485	chr1	75789484	75789485	41036	True	1
chr1_75789503_75789504	chr1	75789503	75789504	40806	True	1
chr1_75789525_75789526	chr1	75789525	75789526	40630	True	1
chr1_77962838_77962839	chr1	77962838	77962839	3857	True	5
chr1_77963617_77963618	chr1	77963617	77963618	4107	True	5
chr1_77979074_77979075	chr1	77979074	77979075	1574	True	3
chr1_85580758_85580759	chr1	85580758	85580759	28	False	NA
chr1_85580807_85580808	chr1	85580807	85580808	34	False	NA
chr1_85580944_85580945	chr1	85580944	85580945	25	False	NA
chr1_85581033_85581034	chr1	85581033	85581034	78	False	NA
chr1_85581371_85581372	chr1	85581371	85581372	59	False	NA
chr1_85581463_85581464	chr1	85581463	85581464	64	False	NA
chr1_85581932_85581933	chr1	85581932	85581933	129	False	NA
chr1_85581960_85581961	chr1	85581960	85581961	129	False	NA
chr1_85582042_85582043	chr1	85582042	85582043	118	False	NA
chr1_85582070_85582071	chr1	85582070	85582071	142	False	NA
chr1_85582112_85582113	chr1	85582112	85582113	173	False	NA
chr1_85582145_85582146	chr1	85582145	85582146	141	False	NA
chr1_85582204_85582205	chr1	85582204	85582205	128	False	NA
chr1_85582439_85582440	chr1	85582439	85582440	116	False	NA
chr1_85582450_85582451	chr1	85582450	85582451	121	False	NA
chr1_85582478_85582479	chr1	85582478	85582479	131	False	NA
chr1_85582541_85582542	chr1	85582541	85582542	102	False	NA
chr1_85582578_85582579	chr1	85582578	85582579	77	False	NA
chr1_85582606_85582607	chr1	85582606	85582607	90	False	NA
chr1_85582790_85582791	chr1	85582790	85582791	165	False	NA
chr1_85582930_85582931	chr1	85582930	85582931	133	False	NA
chr1_85582999_85583000	chr1	85582999	85583000	36	False	NA
chr1_85583024_85583025	chr1	85583024	85583025	51	False	NA
chr1_85583056_85583057	chr1	85583056	85583057	193	False	NA
chr1_85583079_85583080	chr1	85583079	85583080	190	False	NA
chr1_85583107_85583108	chr1	85583107	85583108	187	False	NA
chr1_85583139_85583140	chr1	85583139	85583140	192	False	NA
chr1_85583265_85583266	chr1	85583265	85583266	45	False	NA
chr1_85583290_85583291	chr1	85583290	85583291	45	False	NA
chr1_85583369_85583370	chr1	85583369	85583370	67	False	NA
chr1_85583573_85583574	chr1	85583573	85583574	159	False	NA
chr1_85583623_85583624	chr1	85583623	85583624	164	False	NA
chr1_85583641_85583642	chr1	85583641	85583642	178	False	NA
chr1_85583664_85583665	chr1	85583664	85583665	173	False	NA
chr1_85592280_85592281	chr1	85592280	85592281	50	False	NA
chr1_86863460_86863461	chr1	86863460	86863461	2689	True	1
chr1_86903196_86903197	chr1	86903196	86903197	347	True	2
chr1_88794473_88794474	chr1	88794473	88794474	1966	True	4
chr1_88794515_88794516	chr1	88794515	88794516	1966	True	4
chr1_91387317_91387318	chr1	91387317	91387318	17923	True	3
chr1_91387360_91387361	chr1	91387360	91387361	19263	True	4
chr1_91387391_91387392	chr1	91387391	91387392	22802	True	3
chr1_91387455_91387456	chr1	91387455	91387456	20976	True	3
chr1_91387538_91387539	chr1	91387538	91387539	79949	True	3
chr1_91387555_91387556	chr1	91387555	91387556	78853	True	3
chr1_91387593_91387594	chr1	91387593	91387594	75250	True	3
chr1_92832040_92832041	chr1	92832040	92832041	14309	True	1
chr1_92833422_92833423	chr1	92833422	92833423	8864	True	1
chr1_92833443_92833444	chr1	92833443	92833444	11220	True	1
chr1_92833558_92833559	chr1	92833558	92833559	24713	True	1
chr1_92834793_92834794	chr1	92834793	92834794	11904	True	3
chr1_92836197_92836198	chr1	92836197	92836198	3513	True	3
chr1_92837288_92837289	chr1	92837288	92837289	10981	True	3
chr1_92837304_92837305	chr1	92837304	92837305	10936	True	3
chr1_92837320_92837321	chr1	92837320	92837321	10991	True	3
chr1_92837331_92837332	chr1	92837331	92837332	10991	True	3
chr1_92837357_92837358	chr1	92837357	92837358	10984	True	3
chr1_92837497_92837498	chr1	92837497	92837498	22210	True	6
chr1_92837546_92837547	chr1	92837546	92837547	22204	True	1
chr1_92840581_92840582	chr1	92840581	92840582	1941	True	4
chr1_92840601_92840602	chr1	92840601	92840602	2011	True	4
chr1_92840626_92840627	chr1	92840626	92840627	21535	True	5
chr1_92840716_92840717	chr1	92840716	92840717	69891	True	5
chr1_92840730_92840731	chr1	92840730	92840731	77243	True	5
chr1_92840746_92840747	chr1	92840746	92840747	77196	True	5
chr1_92840779_92840780	chr1	92840779	92840780	77041	True	3
chr1_92840805_92840806	chr1	92840805	92840806	76880	True	3
chr1_92840818_92840819	chr1	92840818	92840819	76899	True	3
chr1_92840829_92840830	chr1	92840829	92840830	57357	True	3
chr1_92841784_92841785	chr1	92841784	92841785	29191	True	3
chr1_92841813_92841814	chr1	92841813	92841814	30021	True	1
chr1_92841877_92841878	chr1	92841877	92841878	28741	True	1
chr1_93847567_93847568	chr1	93847567	93847568	17696	True	1
chr1_93847621_93847622	chr1	93847621	93847622	17701	True	1
chr1_93869808_93869809	chr1	93869808	93869809	385	True	2
chr1_109100194_109100195	chr1	109100194	109100195	119377	True	5
chr1_109100313_109100314	chr1	109100313	109100314	514587	True	1
chr1_109100332_109100333	chr1	109100332	109100333	556972	True	1
chr1_109100376_109100377	chr1	109100376	109100377	562161	True	1
chr1_109100429_109100430	chr1	109100429	109100430	444547	True	1
chr1_109100473_109100474	chr1	109100473	109100474	268661	True	5
chr1_109100534_109100535	chr1	109100534	109100535	87938	True	5
chr1_109100591_109100592	chr1	109100591	109100592	18785	True	2
chr1_109591579_109591580	chr1	109591579	109591580	3243	True	4
chr1_109621590_109621591	chr1	109621590	109621591	830	True	2
chr1_111461196_111461197	chr1	111461196	111461197	1437	True	3
chr1_112650813_112650814	chr1	112650813	112650814	1120	True	2
chr1_112667119_112667120	chr1	112667119	112667120	1222	True	3
chr1_112912810_112912811	chr1	112912810	112912811	5881	True	1
chr1_112914082_112914083	chr1	112914082	112914083	3559	True	3
chr1_112917314_112917315	chr1	112917314	112917315	4032	True	3
chr1_112917660_112917661	chr1	112917660	112917661	1954	True	4
chr1_112917870_112917871	chr1	112917870	112917871	3385	True	4
chr1_112956197_112956198	chr1	112956197	112956198	1802	True	4
chr1_114723963_114723964	chr1	114723963	114723964	5262	True	3
chr1_114727786_114727787	chr1	114727786	114727787	1801	True	4
chr1_114734105_114734106	chr1	114734105	114734106	4078	True	3
chr1_114737990_114737991	chr1	114737990	114737991	5517	True	3
chr1_115085010_115085011	chr1	115085010	115085011	0	False	NA
chr1_116395181_116395182	chr1	116395181	116395182	5810	True	3
chr1_116400897_116400898	chr1	116400897	116400898	8096	True	3
chr1_119331518_119331519	chr1	119331518	119331519	612	True	2
chr1_120850856_120850857	chr1	120850856	120850857	7113	True	5
chr1_120850880_120850881	chr1	120850880	120850881	7327	True	5
chr1_121016862_121016863	chr1	121016862	121016863	2910	True	3
chr1_121016923_121016924	chr1	121016923	121016924	2910	True	3
chr1_121327341_121327342	chr1	121327341	121327342	2096	True	4
chr1_144412580_144412581	chr1	144412580	144412581	2257	True	1
chr1_144551875_144551876	chr1	144551875	144551876	6535	True	5
chr1_144560745_144560746	chr1	144560745	144560746	55316	True	6
chr1_144560794_144560795	chr1	144560794	144560795	55307	True	6
chr1_144560830_144560831	chr1	144560830	144560831	54563	True	6
chr1_144952739_144952740	chr1	144952739	144952740	3256	True	2
chr1_145281114_145281115	chr1	145281114	145281115	141262	True	3
chr1_145281126_145281127	chr1	145281126	145281127	141268	True	3
chr1_145281186_145281187	chr1	145281186	145281187	141443	True	3
chr1_145465672_145465673	chr1	145465672	145465673	27632	True	5
chr1_145465715_145465716	chr1	145465715	145465716	27775	True	5
chr1_145465751_145465752	chr1	145465751	145465752	27696	True	5
chr1_145465781_145465782	chr1	145465781	145465782	17452	True	5
chr1_145925782_145925783	chr1	145925782	145925783	1014	True	4
chr1_146052103_146052104	chr1	146052103	146052104	2396	True	3
chr1_147203168_147203169	chr1	147203168	147203169	1235	True	2
chr1_148038790_148038791	chr1	148038790	148038791	52626	True	1
chr1_148038814_148038815	chr1	148038814	148038815	52993	True	1
chr1_148161082_148161083	chr1	148161082	148161083	1008	True	2
chr1_148388526_148388527	chr1	148388526	148388527	1462	True	2
chr1_148388571_148388572	chr1	148388571	148388572	2849	True	4
chr1_148388629_148388630	chr1	148388629	148388630	2569	True	4
chr1_148522688_148522689	chr1	148522688	148522689	3329	True	1
chr1_149692877_149692878	chr1	149692877	149692878	634	True	2
chr1_149708678_149708679	chr1	149708678	149708679	5064	True	3
chr1_149708736_149708737	chr1	149708736	149708737	5064	True	3
chr1_149812266_149812267	chr1	149812266	149812267	2354	True	4
chr1_149886238_149886239	chr1	149886238	149886239	6030	True	5
chr1_149886283_149886284	chr1	149886283	149886284	5856	True	5
chr1_149886370_149886371	chr1	149886370	149886371	6714	True	5
chr1_149886438_149886439	chr1	149886438	149886439	7622	True	3
chr1_149886583_149886584	chr1	149886583	149886584	14877	True	3
chr1_149886645_149886646	chr1	149886645	149886646	12790	True	3
chr1_149886679_149886680	chr1	149886679	149886680	10346	True	3
chr1_149886922_149886923	chr1	149886922	149886923	4744	True	1
chr1_149887124_149887125	chr1	149887124	149887125	2610	True	3
chr1_149887231_149887232	chr1	149887231	149887232	4400	True	3
chr1_149887276_149887277	chr1	149887276	149887277	4401	True	5
chr1_149887304_149887305	chr1	149887304	149887305	5096	True	5
chr1_149887334_149887335	chr1	149887334	149887335	5096	True	5
chr1_150218762_150218763	chr1	150218762	150218763	4093	True	5
chr1_150237048_150237049	chr1	150237048	150237049	3421	True	4
chr1_150237066_150237067	chr1	150237066	150237067	3396	True	4
