binf_chr_start_end	chrom	start	end	row_sum_support	passes_heatmap_filter	heatmap_cluster
chr1_25244381_25244382	chr1	25244381	25244382	4365	True	4
chr1_25900770_25900771	chr1	25900770	25900771	20686	True	3
chr1_25900861_25900862	chr1	25900861	25900862	31377	True	3
chr1_25900890_25900891	chr1	25900890	25900891	24051	True	3
chr1_25900919_25900920	chr1	25900919	25900920	25497	True	3
chr1_25900941_25900942	chr1	25900941	25900942	24978	True	3
chr1_25901016_25901017	chr1	25901016	25901017	21275	True	3
chr1_25901055_25901056	chr1	25901055	25901056	10680	True	3
chr1_25901083_25901084	chr1	25901083	25901084	8811	True	3
chr1_25901504_25901505	chr1	25901504	25901505	8265	True	4
chr1_25901589_25901590	chr1	25901589	25901590	13828	True	4
chr1_25901615_25901616	chr1	25901615	25901616	11722	True	4
chr1_25901679_25901680	chr1	25901679	25901680	7643	True	4
chr1_25903672_25903673	chr1	25903672	25903673	8872	True	3
chr1_25903691_25903692	chr1	25903691	25903692	8896	True	3
chr1_25903722_25903723	chr1	25903722	25903723	10259	True	3
chr1_25904731_25904732	chr1	25904731	25904732	4888	True	4
chr1_26472585_26472586	chr1	26472585	26472586	15004	True	4
chr1_26473495_26473496	chr1	26473495	26473496	11837	True	4
chr1_26473723_26473724	chr1	26473723	26473724	6155	True	1
chr1_26475256_26475257	chr1	26475256	26475257	8846	True	4
chr1_26942662_26942663	chr1	26942662	26942663	4012	True	4
chr1_28201140_28201141	chr1	28201140	28201141	3096	True	3
chr1_28236446_28236447	chr1	28236446	28236447	4565	True	4
chr1_28237869_28237870	chr1	28237869	28237870	8746	True	4
chr1_28237896_28237897	chr1	28237896	28237897	10230	True	1
chr1_28237932_28237933	chr1	28237932	28237933	10547	True	1
chr1_28476249_28476250	chr1	28476249	28476250	834	True	1
chr1_28506049_28506050	chr1	28506049	28506050	12739	True	4
chr1_28506211_28506212	chr1	28506211	28506212	10047	True	4
chr1_28506760_28506761	chr1	28506760	28506761	6691	True	4
chr1_28507364_28507365	chr1	28507364	28507365	276564	True	4
chr1_28507510_28507511	chr1	28507510	28507511	256851	True	4
chr1_28507616_28507617	chr1	28507616	28507617	69235	True	4
chr1_28508135_28508136	chr1	28508135	28508136	14021	True	3
chr1_28508154_28508155	chr1	28508154	28508155	18203	True	3
chr1_28508556_28508557	chr1	28508556	28508557	332622	True	4
chr1_28508646_28508647	chr1	28508646	28508647	432815	True	4
chr1_28508703_28508704	chr1	28508703	28508704	220761	True	4
chr1_28508855_28508856	chr1	28508855	28508856	19458	True	3
chr1_28508872_28508873	chr1	28508872	28508873	19669	True	3
chr1_28508885_28508886	chr1	28508885	28508886	21418	True	3
chr1_28508922_28508923	chr1	28508922	28508923	22793	True	3
chr1_28508942_28508943	chr1	28508942	28508943	22318	True	3
chr1_28508980_28508981	chr1	28508980	28508981	20654	True	4
chr1_28508992_28508993	chr1	28508992	28508993	20098	True	4
chr1_28509113_28509114	chr1	28509113	28509114	12462	True	3
chr1_28509130_28509131	chr1	28509130	28509131	15423	True	3
chr1_28509150_28509151	chr1	28509150	28509151	16065	True	3
chr1_28509199_28509200	chr1	28509199	28509200	15968	True	3
chr1_28509303_28509304	chr1	28509303	28509304	11932	True	3
chr1_28648600_28648601	chr1	28648600	28648601	103373	True	3
chr1_28648618_28648619	chr1	28648618	28648619	106196	True	3
chr1_28648664_28648665	chr1	28648664	28648665	106259	True	3
chr1_28648692_28648693	chr1	28648692	28648693	106293	True	3
chr1_28648715_28648716	chr1	28648715	28648716	102054	True	3
chr1_28738457_28738458	chr1	28738457	28738458	1553	True	1
chr1_28743557_28743558	chr1	28743557	28743558	1932	True	1
chr1_28743641_28743642	chr1	28743641	28743642	1593	True	1
chr1_28743770_28743771	chr1	28743770	28743771	1443	True	1
chr1_28769047_28769048	chr1	28769047	28769048	358	True	2
chr1_28769254_28769255	chr1	28769254	28769255	834	True	5
chr1_28987748_28987749	chr1	28987748	28987749	6741	True	2
chr1_28987789_28987790	chr1	28987789	28987790	7725	True	2
chr1_28987818_28987819	chr1	28987818	28987819	6188	True	2
chr1_28987881_28987882	chr1	28987881	28987882	5653	True	2
chr1_28993429_28993430	chr1	28993429	28993430	5793	True	2
chr1_28993455_28993456	chr1	28993455	28993456	5797	True	4
chr1_29147819_29147820	chr1	29147819	29147820	6803	True	3
chr1_29148190_29148191	chr1	29148190	29148191	6537	True	6
chr1_29148309_29148310	chr1	29148309	29148310	5281	True	3
chr1_29148368_29148369	chr1	29148368	29148369	4989	True	3
chr1_29148530_29148531	chr1	29148530	29148531	2182	True	3
chr1_29148553_29148554	chr1	29148553	29148554	3458	True	3
chr1_29148590_29148591	chr1	29148590	29148591	3598	True	3
chr1_29148686_29148687	chr1	29148686	29148687	5208	True	1
chr1_29148703_29148704	chr1	29148703	29148704	5089	True	1
chr1_29148725_29148726	chr1	29148725	29148726	6286	True	1
chr1_29150120_29150121	chr1	29150120	29150121	2746	True	2
chr1_29154758_29154759	chr1	29154758	29154759	2837	True	1
chr1_29154829_29154830	chr1	29154829	29154830	3406	True	2
chr1_29154876_29154877	chr1	29154876	29154877	2208	True	2
chr1_29154906_29154907	chr1	29154906	29154907	1853	True	2
chr1_29177619_29177620	chr1	29177619	29177620	2955	True	2
chr1_29178233_29178234	chr1	29178233	29178234	2216	True	5
chr1_29178836_29178837	chr1	29178836	29178837	2776	True	2
chr1_29178884_29178885	chr1	29178884	29178885	2625	True	2
chr1_29178955_29178956	chr1	29178955	29178956	3243	True	2
chr1_29179048_29179049	chr1	29179048	29179049	3000	True	2
chr1_29179075_29179076	chr1	29179075	29179076	3213	True	2
chr1_29179145_29179146	chr1	29179145	29179146	2894	True	2
chr1_29179179_29179180	chr1	29179179	29179180	2080	True	2
chr1_29179215_29179216	chr1	29179215	29179216	2901	True	4
chr1_29179318_29179319	chr1	29179318	29179319	2182	True	4
chr1_29179344_29179345	chr1	29179344	29179345	2319	True	4
chr1_29179531_29179532	chr1	29179531	29179532	2868	True	4
chr1_29179668_29179669	chr1	29179668	29179669	2486	True	2
chr1_30953798_30953799	chr1	30953798	30953799	2955	True	1
chr1_30995059_30995060	chr1	30995059	30995060	3721	True	1
chr1_30995096_30995097	chr1	30995096	30995097	3597	True	1
chr1_30995147_30995148	chr1	30995147	30995148	3630	True	1
chr1_31259760_31259761	chr1	31259760	31259761	5125	True	1
chr1_31259820_31259821	chr1	31259820	31259821	5244	True	3
chr1_31293163_31293164	chr1	31293163	31293164	396	True	2
chr1_31364136_31364137	chr1	31364136	31364137	1081	True	2
chr1_31919077_31919078	chr1	31919077	31919078	6525	True	6
chr1_31919113_31919114	chr1	31919113	31919114	6478	True	6
chr1_31919453_31919454	chr1	31919453	31919454	3341	True	4
chr1_32030359_32030360	chr1	32030359	32030360	2110	True	4
chr1_32042880_32042881	chr1	32042880	32042881	4295	True	3
chr1_32042912_32042913	chr1	32042912	32042913	4299	True	3
chr1_32171283_32171284	chr1	32171283	32171284	8416	True	6
chr1_32181534_32181535	chr1	32181534	32181535	1213	True	2
chr1_32193275_32193276	chr1	32193275	32193276	1298	True	2
chr1_32194944_32194945	chr1	32194944	32194945	1690	True	1
chr1_32196005_32196006	chr1	32196005	32196006	3942	True	3
chr1_32302640_32302641	chr1	32302640	32302641	2302	True	4
chr1_32327577_32327578	chr1	32327577	32327578	2854	True	4
chr1_32333916_32333917	chr1	32333916	32333917	4042	True	6
chr1_32365279_32365280	chr1	32365279	32365280	2700	True	1
chr1_32651989_32651990	chr1	32651989	32651990	3565	True	2
chr1_32674739_32674740	chr1	32674739	32674740	812	True	5
chr1_32680111_32680112	chr1	32680111	32680112	2211	True	6
chr1_32680139_32680140	chr1	32680139	32680140	0	False	NA
chr1_32680372_32680373	chr1	32680372	32680373	6771	True	4
chr1_32680407_32680408	chr1	32680407	32680408	0	False	NA
chr1_32680409_32680410	chr1	32680409	32680410	7138	True	4
chr1_32680428_32680429	chr1	32680428	32680429	0	False	NA
chr1_32801446_32801447	chr1	32801446	32801447	588	True	2
chr1_32802730_32802731	chr1	32802730	32802731	508	True	5
chr1_32803583_32803584	chr1	32803583	32803584	986	True	2
chr1_32803613_32803614	chr1	32803613	32803614	1012	True	2
chr1_32836143_32836144	chr1	32836143	32836144	486	True	5
chr1_33010561_33010562	chr1	33010561	33010562	0	False	NA
chr1_33012223_33012224	chr1	33012223	33012224	0	False	NA
chr1_33012251_33012252	chr1	33012251	33012252	952	True	1
chr1_33012506_33012507	chr1	33012506	33012507	2083	True	6
chr1_33012575_33012576	chr1	33012575	33012576	1790	True	6
chr1_33336649_33336650	chr1	33336649	33336650	0	False	NA
chr1_33336676_33336677	chr1	33336676	33336677	111	False	NA
chr1_35097656_35097657	chr1	35097656	35097657	670	True	5
chr1_35104415_35104416	chr1	35104415	35104416	256	True	1
chr1_35113453_35113454	chr1	35113453	35113454	104	False	NA
chr1_35114083_35114084	chr1	35114083	35114084	181	False	NA
chr1_35114100_35114101	chr1	35114100	35114101	170	False	NA
chr1_35114777_35114778	chr1	35114777	35114778	136	False	NA
chr1_35177323_35177324	chr1	35177323	35177324	5346	True	2
chr1_35177358_35177359	chr1	35177358	35177359	5462	True	2
chr1_35177383_35177384	chr1	35177383	35177384	5543	True	2
chr1_35178045_35178046	chr1	35178045	35178046	5372	True	1
chr1_35178854_35178855	chr1	35178854	35178855	5492	True	4
chr1_35178889_35178890	chr1	35178889	35178890	6229	True	4
chr1_35181568_35181569	chr1	35181568	35181569	3322	True	3
chr1_35181622_35181623	chr1	35181622	35181623	3663	True	1
chr1_35181654_35181655	chr1	35181654	35181655	3907	True	1
chr1_35181713_35181714	chr1	35181713	35181714	3326	True	1
chr1_35182094_35182095	chr1	35182094	35182095	6859	True	4
chr1_35182117_35182118	chr1	35182117	35182118	6895	True	4
chr1_35183682_35183683	chr1	35183682	35183683	4355	True	3
chr1_35183763_35183764	chr1	35183763	35183764	5516	True	3
chr1_35183825_35183826	chr1	35183825	35183826	6495	True	5
chr1_35183880_35183881	chr1	35183880	35183881	5130	True	1
chr1_35183958_35183959	chr1	35183958	35183959	4414	True	6
chr1_35184100_35184101	chr1	35184100	35184101	5262	True	6
chr1_35184123_35184124	chr1	35184123	35184124	6203	True	3
chr1_35184158_35184159	chr1	35184158	35184159	13892	True	3
